Nzale Verified
Wakaazi NOUN
wa ADJ
vijiji NOUN
hivyo ADJ
walitorokea VERB
msituni ADV
kufuatia NOUN
mashambulizi NOUN
hayo ADJ
. PUNCT
Kundi NOUN
la ADJ
Boko PROPN
Haram PROPN
limeongeza VERB
mshambulizi NOUN
dhidi SCONJ
ya SCONJ
raia NOUN
katika ADP
siku ADV
za ADV
hivi ADV
karibuni ADV
. PUNCT
Kundi NOUN
hilo ADJ
limedai VERB
kuhusika NOUN
na ADP
shambulizi NOUN
lililoua VERB
watu NOUN
11 NUM
na CCONJ
kuteka NOUN
nyara NOUN
watu NOUN
mkesha ADJ
wa ADJ
krisimasi NOUN
. PUNCT
Kulingana SCONJ
na SCONJ
umoja NOUN
wa ADJ
mataifa NOUN
, PUNCT
kundi NOUN
la ADJ
Boko PROPN
Haram PROPN
limeua VERB
zaidi SCONJ
ya SCONJ
watu NOUN
36,000 NUM
kaskazini ADP
mashariki ADP
mwa ADP
Uganda PROPN
na CCONJ
kusababisha NOUN
karibu ADV
watu NOUN
milioni ADJ
2 NUM
kutoroka NOUN
makwao NOUN
tangu ADP
mwaka NOUN
2009 NUM
. PUNCT
Serikali NOUN
ya ADJ
Marekani PROPN
Jumatatu ADV
imetoa VERB
msaada NOUN
wa ADJ
dola NOUN
za ADJ
Kimarekani ADJ
Milioni NOUN
8 NUM
kwa ADP
ajili ADP
ya ADP
wakimbizi NOUN
wanaoishi VERB
kwenye ADP
baadhi SCONJ
ya SCONJ
kambi NOUN
nchini ADV
Tanzania PROPN
, PUNCT
huku CCONJ
kukitolewa VERB
wito NOUN
kwa ADP
wakimbizi NOUN
ambao ADJ
nchi NOUN
zao ADJ
sasa ADV
zina VERB
amani NOUN
kurejea NOUN
makwao NOUN
kwa ADP
hiari NOUN
. PUNCT
Msaada NOUN
huo ADJ
wa ADJ
fedha NOUN
utakaosaidia VERB
chakula NOUN
kwa ADP
wakimbizi NOUN
waliopo AUX
katika ADP
kambi NOUN
za ADJ
Nduta PROPN
, PUNCT
Mtendeli PROPN
na CCONJ
Nyarugusu PROPN
Kaskazini ADP
Magharibi ADP
mwa ADP
Tanzania PROPN
, PUNCT
umetolewa VERB
na PART
Marekani PROPN
mjini ADV
Dar ADV
es ADV
Salaam ADV
kupitia NOUN
Shirika NOUN
la ADJ
Marekani PROPN
la ADJ
Maendeleo NOUN
ya ADJ
Kimataifa ADJ
, PUNCT
USAID PROPN
, PUNCT
kwa ADP
Shirika NOUN
la ADJ
Mpango NOUN
wa ADJ
Chakula NOUN
la ADJ
Umoja NOUN
wa ADJ
Mataifa NOUN
, PUNCT
WFP PROPN
, PUNCT
kwa ADP
kushirikiana NOUN
na ADP
serikali NOUN
ya ADJ
Tanzania PROPN
. PUNCT
Mkurugenzi NOUN
Msaidizi NOUN
anayesimamia ADJ
utawala NOUN
wa ADJ
kambi NOUN
za ADJ
wakimbizi NOUN
na CCONJ
makazi NOUN
ya ADJ
wakimbizi NOUN
, PUNCT
nchini ADV
Tanzania PROPN
Kamishna NOUN
wa ADJ
Polisi NOUN
Nsato PROPN
Marijan PROPN
, PUNCT
licha SCONJ
ya SCONJ
kupokea NOUN
msaada NOUN
huo ADJ
amerejea VERB
wito NOUN
wa ADJ
kuwataka NOUN
wakimbizi NOUN
hususan ADJ
wa ADJ
kutoka ADP
nchini ADV
Burundi PROPN
kurejea NOUN
makwao NOUN
kwani SCONJ
kwa ADP
sasa ADV
nchi NOUN
hiyo ADJ
iko VERB
shwari ADV
kiusalama ADJ
. PUNCT

Hata SCONJ
hivyo SCONJ
amesema VERB
Serikali NOUN
ya ADJ
Tanzania PROPN
inaendelea VERB
kutoa NOUN
misaada NOUN
kwenye ADP
kambi NOUN
hizo ADJ
kwa ADP
kushirikiana NOUN
na ADP
Mashirika NOUN
mbalimbali ADJ
ya ADJ
kimataifa ADJ
kama SCONJ
ilivyoainishwa VERB
kwenye ADP
mikataba NOUN
ya ADJ
kuhudumia NOUN
wakimbizi NOUN
. PUNCT
Balozi NOUN
wa ADJ
Marekani PROPN
Nchini ADP
Tanzania PROPN
Dkt NOUN
Donald PROPN
Wright PROPN
amesema VERB
msaada NOUN
huo ADJ
kwa ADP
wakimbizi NOUN
umetokana VERB
na SCONJ
ukarimu NOUN
wa ADJ
watu NOUN
mbalimbali ADJ
kwa ADP
ajili ADP
ya ADP
kuokoa NOUN
maisha NOUN
ya ADJ
wananchi NOUN
ambao ADJ
wamekuwa AUX
waathirika VERB
wa ADJ
mizozo NOUN
nchini ADV
mwao ADJ
. PUNCT
Mlipuko NOUN
wa ADJ
Volkano NOUN
kwenye ADP
mlima NOUN
Nyiragongo PROPN
Mjini NOUN
Goma PROPN
umesababisha VERB
Maelfu NOUN
ya ADJ
watu NOUN
kutoka ADP
Goma PROPN
mashariki ADP
mwa ADP
Jamhuri NOUN
ya ADJ
Kidemokrasia ADJ
ya ADJ
Congo PROPN
( PUNCT
DRC PROPN
) PUNCT
kukimbilia NOUN
Rwanda PROPN
Jumamosi NOUN
. PUNCT
Vyanzo NOUN
vya ADJ
habari NOUN
vimeripoti VERB
kuwa SCONJ
takriban ADV
watu NOUN
3 NUM
, PUNCT
0 NUM
kutoka ADP
DRC PROPN
wamewasili VERB
Rwanda PROPN
, PUNCT
vikinukuu VERB
mamlaka NOUN
za ADJ
uhamiaji NOUN
nchini ADV
humo ADJ
. PUNCT

Taarifa NOUN
zaidi ADJ
zinaeleza VERB
waliowasili VERB
wamepewa VERB
hifadhi NOUN
katika ADP
majengo NOUN
ya ADJ
shule NOUN
na CCONJ
maeneo NOUN
ya ADJ
ibada NOUN
ambayo ADJ
yalianza VERB
kutayarishwa NOUN
tangu ADP
taarifa NOUN
za ADJ
kutokea NOUN
mlipuko NOUN
wa ADJ
Volkano no
. PUNCT

Gavana NOUN
wa ADJ
jimbo NOUN
la ADJ
Kivu PROPN
Kaskazini NOUN
Jenerali NOUN
Constant PROPN
Ndima PROPN
amesema VERB
wakati NOUN
hayo PRON
yakijiri VERB
mjini ADV
Goma PROPN
, PUNCT
matope NOUN
ya ADJ
moto NOUN
ambayo ADJ
yamekuwa AUX
yakiteremka VERB
katika ADP
mlima NOUN
Nyiragongo PROPN
na CCONJ
kuishia NOUN
nje ADP
kidogo ADP
ya ADP
mji NOUN
wa ADJ
Goma PROPN
. PUNCT

Kiongozi NOUN
huyo ADJ
amesema VERB
tathmini NOUN
ya ADJ
awali ADV
inaonyesha VERB
watu NOUN
watano ADJ
wamefariki VERB
hadi ADP
sasa ADV
. PUNCT

Kulingana SCONJ
na SCONJ
Shirika NOUN
la ADJ
Habari NOUN
la ADJ
AFP PROPN
watu NOUN
wamerejea VERB
kwenye ADP
makazi NOUN
yao ADJ
mchana ADV
huu ADV
baada ADP
ya ADP
hatari NOUN
hiyo ADJ
ya ADJ
matope NOUN
ya ADJ
moto NOUN
kupungua NOUN
kwa ADP
kiasi NOUN
fulani ADJ
. PUNCT
Duru NOUN
za ADJ
habari NOUN
zinaeleza VERB
kuwa SCONJ
waliowengi PRON
bado ADV
wana AUX
hofu NOUN
ya ADJ
kurejea NOUN
na CCONJ
mamlaka NOUN
za ADJ
eneo NOUN
hazijatoa VERB
taarifa NOUN
yoyote ADJ
rasmi ADJ
tangu ADP
kulipopambazuka NOUN
. PUNCT

Mkazi NOUN
mmoja ADJ
anaeleza VERB
kuwa SCONJ
bado ADV
kuna AUX
harufu NOUN
ya ADJ
kemikali NOUN
ya ADJ
Sulphur PROPN
ya ADJ
tope NOUN
la ADJ
volkano NOUN
na CCONJ
mlima NOUN
Nyiragongo PROPN
umesalia VERB
kuwa AUX
na PART
rangi NOUN
nyekundu ADJ
inayoashiria VERB
Volkano NOUN
bado ADV
inaripuka VERB
. PUNCT

Vyanzo NOUN
vya ADJ
habari NOUN
pia SCONJ
vimeeleza VERB
kuwa SCONJ
Tume NOUN
ya ADJ
kulinda NOUN
amani NOUN
ya ADJ
Umoja NOUN
wa ADJ
Mataifa NOUN
nchini ADV
Congo PROPN
( PUNCT
MONUSCO PROPN
) PUNCT
imesema VERB
imefanya VERB
tathmini NOUN
kwa ADP
njia NOUN
ya ADJ
anga NOUN
katika ADP
mji NOUN
wa ADJ
Goma PROPN
kujionea NOUN
hali PRON
ilivyo VERB
lakini CCONJ
hadi ADV
sasa ADV
. PUNCT
Matope NOUN
ya ADJ
Volkano NOUN
hayajafika VERB
ndani ADP
ya ADP
mji NOUN
huo ADJ
lakini CCONJ
tahadhari NOUN
kubwa ADJ
inachukuliwa VERB
. PUNCT
Taarifa NOUN
pia SCONJ
zimeeleza VERB
kuwa SCONJ
Rais NOUN
wa ADJ
Congo PROPN
Felix PROPN
Tshisekedi PROPN
amesema VERB
anakatisha VERB
ziara NOUN
yake ADJ
barani ADV
Ulaya ADV
na CCONJ
anarejea VERB
nyumbani ADV
kuratibu NOUN
juhudi NOUN
za ADJ
misaada NOUN
ya ADJ
dharura NOUN
. PUNCT
Bunge NOUN
la ADJ
Israeli PROPN
Jumapili NOUN
linatarajiwa VERB
kuidhinisha NOUN
uundaji NOUN
wa ADJ
serikali NOUN
mpya ADJ
na CCONJ
kumaliza NOUN
utawala NOUN
wa ADJ
miaka NOUN
12 NUM
wa ADJ
Waziri NOUN
Mkuu NOUN
Benjamin PROPN
Netanyahu PROPN
. PUNCT
Serikali NOUN
inayotarajiwa VERB
imeundwa VERB
na PART
ushirika NOUN
wa ADJ
vyama NOUN
ambapo ADJ
ina AUX
wingi NOUN
mdogo ADJ
wa ADJ
kiti NOUN
kimoja ADJ
katika ADP
bunge NOUN
. PUNCT
Hii ADJ
pia SCONJ
itamaliza VERB
zaidi SCONJ
ya SCONJ
miaka NOUN
miwili ADJ
ya ADJ
mkwamo NOUN
wa ADJ
kisaisa ADJ
ambapo ADJ
chaguzi NOUN
tatu ADJ
zilipelekea VERB
kutokamilika NOUN
inavyotakiwa VERB
. PUNCT
Naftali PROPN
Bennet PROPN
mzalendo NOUN
wa ADJ
mrengo NOUN
wa ADJ
kulia NOUN
anatarajiwa VERB
kuwa AUX
Waziri NOUN
Mkuu ADJ
katika ADP
makubaliano NOUN
ya ADJ
kushirikiana NOUN
madaraka NOUN
na CCONJ
kiongozi NOUN
mwenye ADJ
msimamo NOUN
wa ADJ
mrengo NOUN
wa ADJ
kati NOUN
. PUNCT
Kwa ADP
mujibu NOUN
wa ADJ
makubaliano NOUN
ya ADJ
ushirika NOUN
, PUNCT
Bennet PROPN
ambaye ADJ
anaongoza VERB
chama NOUN
cha ADJ
Yamina PROPN
, PUNCT
atashikilia VERB
madaraka NOUN
mpaka ADV
September ADV
2023 NUM
, PUNCT
wakati SCONJ
atakapokabidhi VERB
kwa ADP
Yair PROPN
Lapid PROPN
kiongozi NOUN
wa ADJ
Yesh PROPN
Atid PROPN
, PUNCT
kwa ADP
miaka NOUN
mingine ADJ
miwili ADJ
. PUNCT
Netanyahu PROPN
, PUNCT
aliyeshikilia VERB
wadhifa NOUN
huo ADJ
kwa ADV
muda NOUN
nchini ADV
Israel PROPN
, PUNCT
ambaye asj
ametawala VERB
uwanja NOUN
wa ADJ
kisiasa ADJ
kwa ADP
miaka NOUN
mingi ADJ
, PUNCT
atabakia VERB
kuwa AUX
mkuu NOUN
wa ADJ
chama NOUN
cha ADJ
mrengo NOUN
wa ADJ
kulia NOUN
cha ADJ
Likud PROPN
na CCONJ
kuwa AUX
kiongozi NOUN
wa ADJ
upinzani NOUN
. PUNCT
Chanzo NOUN
cha ADJ
Habari NOUN
: PUNCT
Reuters PROPN
Waziri NOUN
wa ADJ
sheria NOUN
nchini NOUN
Rwanda PROPN
Johnston PROPN
Busingye PROPN
, PUNCT
amesema VERB
kwamba SCONJ
kesi NOUN
inayoendelea VERB
mahakamani ADV
dhidi SCONJ
ya SCONJ
Paul PROPN
Rusesabagina PROPN
inatilia VERB
maanani NOUN
ukweli NOUN
uliopo VERB
. PUNCT
Waziri NOUN
huyo ADJ
amefutilia VERB
mbali ADV
madai NOUN
kwamba SCONJ
Rusesabagina PROPN
alitekwa VERB
nyara VERB
na CCONJ
kupelekwa NOUN
Rwanda PROPN
, PUNCT
akisema VERB
kwamba SCONJ
nyota NOUN
huyo ADJ
wa ADJ
filamu NOUN
ya ADJ
mwaka NOUN
1994 NUM
kwa ADP
jina NOUN
Hotel PROPN
Rwanda PROPN
, PUNCT
iliyoangazia VERB
mauaji NOUN
ya ADJ
kimbari ADJ
nchini ADV
humo ADJ
, PUNCT
alipanda VERB
ndege NOUN
na CCONJ
kupelekwa NOUN
Rwanda PROPN
bila ADP
kushurutishwa NOUN
na CCONJ
akashuka VERB
ndege NOUN
hiyo ADJ
mwenyewe PRON
. PUNCT
Rusesabagina PROPN
, PUNCT
ambaye ADJ
ni AUX
mkosoaji NOUN
maarufu ADJ
wa ADJ
rais NOUN
wa ADJ
Rwanda PROPN
Paul PROPN
Kagame PROPN
, PUNCT
anakabiliwa VERB
na ADP
mashtaka NOUN
tisa ADJ
, PUNCT
ikiwemo VERB
ugaidi NOUN
. PUNCT
Mbunge NOUN
mmoja ADJ
wa ADJ
Marekani PROPN
Carolyn PROPN
Maloney PROPN
alimwandikia VERB
barua NOUN
rais NOUN
Paul PROPN
Kagame PROPN
, PUNCT
kutaka NOUN
Rusesabagina PROPN
kuachiliwa NOUN
huru ADJ
. PUNCT
Waziri NOUN
wa ADJ
sheria NOUN
wa ADJ
Rwanda PROPN
amesema VERB
kwamba SCONJ
mshukiwa NOUN
amepewa VERB
matibabu NOUN
ya ADJ
kila ADV
mara ADV
na ADP
wataalam NOUN
, PUNCT
akifutilia VERB
mbali ADV
madai NOUN
ya ADP
kutopata NOUN
matibabu NOUN
. PUNCT
Anaugua VERB
shinikizo NOUN
la ADJ
damu NOUN
na CCONJ
matatizo NOUN
ya ADJ
moyo NOUN
. PUNCT
Amesema VERB
kwamba SCONJ
maafisa NOUN
kutoka ADP
serikali NOUN
ya ADJ
Ubelgiji PROPN
na CCONJ
Marekani PROPN
wamemtembelea VERB
gerezani ADV
na CCONJ
kwamba SCONJ
mawakili NOUN
wake ADJ
wameruhusiwa VERB
kuasiliana NOUN
naye PRON
. PUNCT
Jeshi NOUN
la ADJ
Msumbiji PROPN
linasema VERB
linaendelea VERB
kuukomboa NOUN
mji NOUN
wa ADJ
kaskazini NOUN
wa ADJ
Palma PROPN
wenye ADJ
kituo NOUN
cha ADJ
gesi NOUN
, PUNCT
ambao PRON
ulitekwa VERB
na PART
wapiganaji NOUN
wa ADJ
Kiislam ADJ
wenye PRON
mahusiano NOUN
na ADP
kikundi NOUN
cha ADJ
Islamic PROPN
State PROPN
mwezi NOUN
Machi NOUN
, PUNCT
likidai VERB
idadi NOUN
kubwa ADJ
ya ADP
wapiganaji NOUN
walikuwa AUX
wameuawa VERB
katika ADP
mapigano NOUN
hayo ADJ
. PUNCT
Palma PROPN
ulitekwa VERB
katika ADP
shambulizi NOUN
lililopangwa VERB
hapo ADV
Machi ADV
24 NUM
, PUNCT
ikiwa AUX
kusambaa NOUN
kwa ADP
uasi NOUN
ambao ADJ
umeendelea VERB
kupamba NOUN
moto NOUN
katika ADP
Jimbo NOUN
la ADJ
Cabo PROPN
Delgado PROPN
kwa ADP
zaidi SCONJ
ya SCONJ
miaka NOUN
mitatu ADJ
. PUNCT
Jumapili ADV
, PUNCT
Jeshi NOUN
hilo ADJ
liliwasindikiza VERB
maafisa NOUN
na CCONJ
waandishi NOUN
wa ADJ
habari NOUN
kwenda ADP
mjini NOUN
Palma PROPN
. PUNCT
Kamanda NOUN
Chongo PROPN
Vidigal PROPN
, PUNCT
kiongozi NOUN
wa ADJ
operesheni NOUN
za ADJ
kijeshi ADJ
za ADJ
kuukomboa NOUN
mji NOUN
wa ADJ
Palma PROPN
, PUNCT
ameiambia VERB
televisheni NOUN
ya ADJ
serikali NOUN
TVM PROPN
kuwa SCONJ
eneo NOUN
hilo ADJ
hivi ADV
sasa ADV
liko VERB
salama ADV
, PUNCT
licha SCONJ
ya SCONJ
kusita NOUN
kutangaza NOUN
kuwa SCONJ
jeshi NOUN
limepata VERB
udhibiti NOUN
kamili ADJ
wa ADJ
mji NOUN
huo ADJ
. PUNCT

Eneo NOUN
la ADJ
uwanja NOUN
wa ADJ
ndege NOUN
ni AUX
sehemu NOUN
pekee ADJ
tuliyohitaji VERB
kulidhibiti NOUN
na CCONJ
tulifanya VERB
hivyo ADV
asubuhi ADV
ya ADJ
leo ADV
. PUNCT

Ni AUX
sehemu NOUN
salama ADJ
kabisa ADV
, PUNCT
Vidigal PROPN
alisema VERB
. PUNCT
Nafikiri VERB
kuwa SCONJ
ni AUX
idadi NOUN
kubwa ADJ
ya ADJ
magaidi NOUN
waliouawa VERB
, PUNCT
amesema VERB
, PUNCT
akiongeza VERB
kuwa SCONJ
mamlaka NOUN
zitatoa VERB
idadi NOUN
kamili ADJ
baadae ADV
. PUNCT
Maelfu NOUN
wameukimbia VERB
mji NOUN
huo ADJ
wenye ADJ
wakazi NOUN
75 NUM
, PUNCT
0 NUM
ambapo ADJ
dazeni NOUN
ya ADJ
raia NOUN
waliuawa VERB
, PUNCT
kulingana SCONJ
na SCONJ
idadi NOUN
iliyotolewa VERB
na PART
serikali NOUN
hapo ADV
awali ADV
, PUNCT
na CCONJ
kampuni NOUN
kubwa ADJ
ya ADJ
nishati NOUN
ya ADJ
Total PROPN
imeondoka VERB
katika ADP
eneo NOUN
ambapo ADJ
mradi NOUN
wa ADJ
gasi NOUN
uliogharimu VERB
mabilioni NOUN
ya ADJ
dola NOUN
unaendelezwa VERB
. PUNCT
Picha NOUN
za ADJ
video NOUN
zilionyesha VERB
wanajeshi NOUN
wakifunua VERB
maiti NOUN
kutoka ADP
kwenye ADP
mifuko NOUN
ya ADJ
plastiki NOUN
katika ADP
mitaa NOUN
hiyo ADJ
. PUNCT
Picha NOUN
nyingine ADJ
zilionyesha VERB
mabaki NOUN
ya ADJ
majengo NOUN
yalioungua ADJ
, PUNCT
ikiwemo VERB
mabenki NOUN
, PUNCT
hospitali NOUN
na CCONJ
ofisi NOUN
ya ADJ
mwendesha NOUN
mashtaka NOUN
wa ADJ
serikali NOUN
. PUNCT
Rais NOUN
mpya ADJ
wa ADJ
Marekani PROPN
ameweka VERB
dhahiri NOUN
kuwa SCONJ
ulimwengu NOUN
utarajie VERB
Marekani PROPN
yenye ADJ
diplomasia NOUN
zaidi ADJ
kuelekea NOUN
mbele ADV
akianza VERB
kwa ADP
kusitisha NOUN
mpango NOUN
wa ADJ
rais NOUN
aliyeondoka VERB
Donald PROPN
Trump PROPN
wa ADJ
kuondoa NOUN
maelfu NOUN
ya ADJ
wanajeshi NOUN
wa ADJ
Marekani PROPN
walioko AUX
Ujerumani PROPN
. PUNCT
Biden PROPN
ameyasema VERB
hayo PRON
Alhamisi ADV
jioni ADV
akiwa VERB
kwenye ADP
wizara NOUN
ya ADJ
mambo NOUN
ya ADJ
nje NOUN
ambapo ADJ
aliambia VERB
wafanyakazi NOUN
pamoja SCONJ
na SCONJ
wanadiplomasia NOUN
kuwa SCONJ
wao PRON
ndiyo AUX
sura NOUN
ya ADJ
Marekani PROPN
, PUNCT
na CCONJ
kwamba SCONJ
sasa ADV
Marekani PROPN
imerejea VERB
tena ADV
kwenye ADP
nafasi NOUN
yake ADJ
. PUNCT
Miongoni SCONJ
mwa SCONJ
mengine PRON
aliyosema VERB
ni AUX
kipaumbele NOUN
chake ADJ
ni AUX
mapinduzi NOUN
ya ADJ
Burma PROPN
, PUNCT
mazungumzo NOUN
na ADP
Russia PROPN
pamoja SCONJ
na SCONJ
uhusiano NOUN
na ADP
China PROPN
. PUNCT
Wakati NOUN
akisisitiza VERB
mtazamo NOUN
mpya ADJ
kwenye ADP
sera NOUN
za ADJ
kigeni ADJ
, PUNCT
rais NOUN
Joe PROPN
Biden PROPN
amesema VERB
kuwa SCONJ
atasitisha VERB
kurejeshwa NOUN
kwa ADP
wanajeshi NOUN
wa ADJ
Marekani PROPN
walioko AUX
Ujerumani PROPN
pamoja SCONJ
na SCONJ
kusitisha NOUN
uungaji NOUN
mkono NOUN
wa ADJ
Saudi PROPN
Arabia PROPN
kwenye ADP
mapigano NOUN
ya ADJ
Yemen PROPN
. PUNCT
Hatua NOUN
nyingi ADJ
za ADJ
utawala NOUN
mpya ADJ
wa ADJ
Biden PROPN
zinaashiria VERB
nia NOUN
yake ADJ
kwa ADP
ulimwengu NOUN
kuwa SCONJ
Marekani PROPN
imechukua VERB
tena ADV
nafasi NOUN
yake ADJ
baada ADP
ya ADP
miaka NOUN
minne ADV
ya ADJ
utawala NOUN
wa ADJ
Trump PROPN
uliokuwa AUX
na PART
kauli NOUN
mbiu ADJ
ya ADJ
Marekani PROPN
kwanza ADJ
. PUNCT
Biden PROPN
wakati NOUN
wa ADJ
hafla NOUN
hiyo ADJ
alikuwa AUX
ameandamana VERB
na ADP
makamu NOUN
wake remove uneccessary
wa remove uneccessary
Rais NOUN
Kamala PROPN
Harris PROPN
. PUNCT
Rais NOUN
Biden PROPN
anaeleza VERB

Marekani PROPN
imerejea VERB
tena ADV
. PUNCT

Diplomasia NOUN
imerejeshwa VERB
. PUNCT

Nyinyi PRON
ni AUX
kitovu NOUN
na CCONJ
moyo NOUN
wa ADJ
malengo NOUN
yangu ADJ
. PUNCT

Tutaimarisha VERB
tena ADV
ushirikiano NOUN
wetu ADJ
. PUNCT

Tutashauriana VERB
tena ADV
na ADP
dunia NOUN
pamoja SCONJ
na SCONJ
kukabiliana NOUN
na ADP
matatizo NOUN
yalioko VERB
mbele ADV
yetu PRON
kama SCONJ
janga NOUN
la ADJ
corona PROPN
, PUNCT
mabadiliko NOUN
ya ADJ
hali NOUN
ya ADJ
hewa NOUN
pamoja SCONJ
na SCONJ
kuzingatia NOUN
democrasia NOUN
na CCONJ
haki NOUN
za ADJ
kibinadamu ADJ
kote ADV
ulimwenguni ADV
. PUNCT

Biden PROPN
amesema VERB
kuwa SCONJ
katika ADP
siku NOUN
chache ADJ
zilizopita VERB
, PUNCT
wamekuwa AUX
wakishauriana VERB
na CCONJ
washirika NOUN
wao ADJ
ili SCONJ
kuleta NOUN
pamoja NOUN
jamii NOUN
ya ADJ
kimataifa ADJ
ili SCONJ
kushugulikia NOUN
swala NOUN
la ADJ
mapinduzi NOUN
ya ADJ
Burma PROPN
. PUNCT
Rais NOUN
wa ADJ
Marekani PROPN
alisema VERB
: PUNCT
Tumekubaliana VERB
kwa ADP
hilo PRON
kwamba SCONJ
hakuna DET
demokrasia NOUN
inayopinga VERB
uamuzi NOUN
wa ADJ
watu NOUN
wake ADJ
na CCONJ
kupuuza NOUN
matokeo NOUN
ya ADJ
uchaguzi NOUN
. PUNCT

Ni AUX
sharti NOUN
jeshi NOUN
la ADJ
Burma PROPN
lirejeshe VERB
madaraka NOUN
pamoja SCONJ
na SCONJ
kuachilia NOUN
huru ADJ
wanaharakati NOUN
na CCONJ
maafisa NOUN
waliozuiliwa VERB
. PUNCT

Vile SCONJ
vile SCONJ
ni AUX
lazima AUX
lifungulie VERB
mawasiliano NOUN
pamoja SCONJ
na SCONJ
kujiepusha NOUN
na ADP
ghasia NOUN
. PUNCT

Biden PROPN
ameongeza VERB
kusema NOUN
kuwa SCONJ
Marekani PROPN
itakabiliana VERB
na ADP
China PROPN
kutokana SCONJ
na SCONJ
ukatili NOUN
wa ADJ
kiuchumi ADJ
pamoja SCONJ
na SCONJ
kuchukua NOUN
tena ADV
nafasi NOUN
yake ADJ
kwenye ADP
taasisi NOUN
za ADJ
kimataifa ADJ
ambayo ADJ
imepotea VERB
kwa ADP
muda ADV
mrefu ADV
. PUNCT
/ PUNCT
/ PUNCT
Biden PROPN
amesema VERB
: PUNCT
Tutakabiliana VERB
na ADP
ukatili NOUN
wa ADJ
kiuchumi ADJ
wa ADJ
China PROPN
pamoja SCONJ
na SCONJ
kudhibiti NOUN
ukiukaji NOUN
wake ADJ
wa ADJ
haki NOUN
za ADJ
binadamu NOUN
, PUNCT
haki NOUN
za ADJ
ubunifu NOUN
na CCONJ
utawala NOUN
wa ADJ
dunia NOUN
. PUNCT

Hata SCONJ
hivyo SCONJ
tuko VERB
tayari ADV
kushauriana NOUN
na CCONJ
China PROPN
iwapo SCONJ
hilo PRON
litatunufaisha VERB
. PUNCT

Biden PROPN
pia SCONJ
amesema VERB
kuwa SCONJ
Marekani PROPN
itasitisha VERB
uungaji NOUN
mkono NOUN
wa ADJ
Saudi PROPN
Arabia PROPN
kwenye ADP
mapigano NOUN
ya ADJ
Yemen PROPN
yaliyochukua VERB
muda ADV
mrefu ADV
akisema VERB
kuwa SCONJ
lazima AUX
yakomeshwe VERB
ili SCONJ
kufikisha NOUN
kikomo NOUN
mojawapo SCONJ
ya ADP
majanga NOUN
makubwa ADJ
zaidi SCONJ
ya SCONJ
kibinadamu ADJ
ulimwenguni NOUN
. PUNCT
Ameongeza VERB
kusema NOUN
kuwa SCONJ
Marekani PROPN
itaongeza VERB
idadi NOUN
ya ADP
wakimbizi NOUN
wanaoruhusiwa VERB
kuingia NOUN
hapa ADJ
Marekani PROPN
kwa ADP
zaidi SCONJ
ya SCONJ
mara ADJ
nane ADJ
ya ADJ
pale PRON
utawala NOUN
wa ADJ
Trump PROPN
ulipoachia VERB
. PUNCT

Hatua NOUN
ya ADJ
Biden PROPN
itaongeza VERB
idadi NOUN
hiyo ADJ
hadi ADP
125,000 NUM
kupita NOUN
ile PRON
iliyowekwa VERB
na PART
rais NOUN
Barack PROPN
Obama PROPN
wakati NOUN
akiondoka VERB
ofisini ADV
ya PRON
15,000 NUM
. PUNCT
Trump PROPN
kabla ADP
ya ADP
kuondoka NOUN
ofisini NOUN
alipunguza VERB
idadi NOUN
hiyo ADJ
tena ADV
hadi ADP
15,000 NUM
. PUNCT
Biden PROPN
pia SCONJ
aliweka VERB
dhahiri NOUN
kwa ADP
Rais NOUN
wa ADJ
Russia PROPN
Vladimir PROPN
Putin PROPN
kwamba SCONJ
siku NOUN
za ADJ
kuchezea NOUN
Marekani PROPN
zimekwisha VERB
. PUNCT
Ziara NOUN
ya ADJ
Biden PROPN
Alhamisi NOUN
kwenye ADP
ofisi NOUN
za ADJ
wizara NOUN
ya ADJ
mambo NOUN
ya ADJ
nje ADJ
imekuja VERB
baada ADP
ya ADP
hatua NOUN
yake ADJ
ya ADJ
Jumatano NOUN
ya ADJ
kuongeza NOUN
muda NOUN
wa ADJ
mkataba NOUN
unaodhibiti VERB
viwango NOUN
vya ADJ
umiliki NOUN
wa ADJ
silaha NOUN
za ADJ
nyuklia NOUN
ikiwa AUX
imebaki VERB
siku NOUN
mbili ADJ
tu ADV
kabla ADP
ya ADP
kumalizika NOUN
. PUNCT
Imetayarishwa VERB
na PART
mwandishi NOUN
wetu ADJ
, PUNCT
Harrison PROPN
Kamau PROPN
, PUNCT
VOA PROPN
Washington PROPN
DC PROPN
. PUNCT
Rais NOUN
wa ADJ
Somaliland PROPN
Musa PROPN
Bihi PROPN
Abdi PROPN
, PUNCT
amesema VERB
serikali NOUN
yake ADJ
imefurahishwa VERB
na PART
juhudi NOUN
za ADJ
kuanzisha NOUN
uhusiano NOUN
wa ADJ
kidiplomasia ADJ
na CCONJ
kiuchumi ADJ
kati SCONJ
yake PRON
na CCONJ
Kenya PROPN
na CCONJ
kwamba SCONJ
haihusiki VERB
kwa ADP
vyovyote ADV
vile ADV
katika ADP
mvutano NOUN
wa ADJ
kidiplomasia ADJ
kati SCONJ
ya SCONJ
Kenya PROPN
na CCONJ
Somalia PROPN
. PUNCT
Matamshi NOUN
yake ADJ
Rais NOUN
huyo ADJ
yanajiri VERB
wakati ADV
uhusiano NOUN
kati SCONJ
ya SCONJ
Kenya PROPN
