undiacritized	diacritized
Alagba Oyinloye wa rọ awọn onileeṣẹ ki wọn ma ṣe rẹwẹsi, ṣugbọn ki wọn tẹjumọ ibi ti wọn n lọ nitori aṣeyọri ti wọn n lepa.	Alàgbà Oyinloyè wá rọ àwọn oníléeṣẹ́ kí wọ̀n má ṣe rẹ̀wẹ̀sì, ṣùgbọ́n kí wọ́n tẹjúmọ́ ibi tí wọ́n ń lọ nítorí àṣeyọrí tí wọ́n ń lépa.
Oyinloye dupẹ lọwọ gbogbo awọn ti wọn yọnda ara wọn lati gbogun ti arun naa, paapaa awọn eleto ilera bii dokita, nọọsi ati bẹẹ bẹẹ lọ.	Oyinloyè dúpẹ́ lọ́wọ́ gbogbo àwọn tí wọ́n yọ̀nda ara wọn láti gbógun ti àrùn náà, pàápàá àwọn elétò ìlera bíi dókítà, nọ́ọ̀sì àti bẹ́ẹ̀ bẹ́ẹ̀ lọ.
Sanwo-Olu yọnda biliọnu kan naira fawọn oṣere ati eleto igbafẹ	Sanwó-Olú yọ̀nda bílíọ̀nù kan náírà fáwọn òṣèré àti elétò ìgbafẹ́
Gomina Babajide Sanwo-Olu ti yọnda owo tiye rẹ to biliọnu kan naira, (N1 billion) fun awọn to wa lẹka eto igbafẹ, otẹẹli ati iṣẹ amuluudun.	Gómìnà Babájídé Sanwó-Olú ti yọ̀nda owó tíye rẹ̀ tó bílíọ̀nù kan náírà, (N1 billion) fún àwọn tó wà lẹ́ka ètò ìgbafẹ́, òtẹ́ẹ̀lì àti iṣẹ́ amúlùúdùn.
Owo ọhun ni wọn fẹẹ fi ran awọn onileeṣẹ naa lọwọ ki eto ọrọ aje wọn to dẹnukọlẹ nitori arun Korona, le tete dide pada.	Owó ọ̀hún ni wọ́n fẹ́ẹ́ fi rán àwọn oníléeṣẹ́ náà lọ́wọ́ kí ètò ọrọ̀ ajé wọn tó dẹnukọlẹ̀ nítorí àrùn Kòrónà, le tètè dìde padà.
Kọmiṣanna to n bojuto eto igbafẹ ati ọrọ aṣa niipinlẹ naa, Arabinrin Uzamat Akinbile-Yusuf lo sọrọ yii di mimọ nigba to n ba awọn oniroyin sọrọ lỌjọru, Wẹsde oni.	Kọmíṣánnà tó ń bójútó ètò ìgbafẹ́ àti ọ̀rọ̀ àṣà níìpínlẹ̀ náà, Arábìnrin Uzamat Akínbilé-Yusuf ló sọ̀rọ̀ yìí di mímọ̀ nígbà tó ń bá àwọn oníròyìn sọ̀rọ̀ l’Ọ́jọ́rú, Wẹ́sde òní.
Bẹẹ o ba gbagbe, ninu ipade kan to waye pẹlu awọn olokoowo to wa lEkoo lọsẹ to kọja yii ni gomina ti ṣeleri lati yọnda owo ọhun fun gbogbo awọn ileeṣẹ to wa lẹka eto igbafẹ, awọn olotẹẹli, atawọn to n ṣiṣẹ amuluudun, ti wọn n ṣiṣẹ ariya.	Bẹ́ẹ́ ò bá gbàgbé, nínú ìpàdé kan tó wáyé pẹ̀lú àwọn olókoòwò tó wà l’Ékòó lọ́sẹ̀ tó kọjá yìí ni gómìnà ti ṣèlérí láti yọ̀nda owó ọ̀hún fún gbogbo àwọn iléeṣẹ́ tó wà lẹ́ka ètò ìgbafẹ́, àwọn olótẹ́ẹ̀lì, àtàwọn tó ń ṣiṣẹ́ amúlùúdùn, tí wọ́n ń ṣiṣẹ́ àríyá.
Ileeṣẹ to n bojuto eto ọrọ aje niipinlẹ Eko lo ṣagbatẹru ipade ọhun nileejọba lọsẹ to kọja.	Iléeṣẹ́ tó ń bójútó ètò ọrọ̀ ajé níìpínlẹ̀ Èkó ló ṣagbátẹrù ìpàdé ọ̀hún níléèjọba lọ́sẹ̀ tó kọjá.
Akinbile-Yusuf ṣalaye pe inu oun dun lati kede rẹ pe Gomina Sanwo-Olu ti fọwọ si iyọnda biliọnu kan naira, gẹgẹ bii owo iranwọ fun awọn olokoowo naa.	Akínbilé-Yusuf ṣàlàyé pé inù òun dún láti kéde rẹ̀ pé Gómìnà Sanwó-Olú ti fọwọ́ sí ìyọ̀nda bílíọ̀nù kan náírà, gẹ́gẹ́ bíi owó ìrànwọ́ fún àwọn olókoòwò náà.
Eyi ni yoo mu ki ọrọ aje wọn to ti dẹnukọlẹ nipasẹ arun Korona tete dide soke.	Èyí ni yóò mu kí ọrọ̀ ajé wọn tó ti dẹnukọlẹ̀ nípasẹ̀ àrùn Kòrónà tètè dìde sókè.
Obinrin naa ni, laipẹ yii ni gomina gbe igbimọ kan dide lati gbe yẹwo ipa ti arun Korona ko lori awọn ileeṣẹ to wa lẹka naa.	Obìnrin náà ni, láìpẹ́ yìí ni gómìnà gbé ìgbìmọ̀ kan dìde láti gbé yẹ̀wò ipa tí àrùn Kòrónà kó lórí àwọn iléeṣẹ́ tó wà lẹ́ka náà.
O ni, idi ti gomina fi gbe igbimọ naa kalẹ ni lati ran awọn to n ṣiṣẹ lẹka naa lọwọ pẹlu owo, ki wọn le da iru owo bẹẹ lori okoowo wọn.	Ó ní, ìdí tí gómìnà fi gbé ìgbìmọ̀ náà kalẹ̀ ni láti ran àwọn tó ń ṣiṣẹ́ lẹ́ka náà lọ́wọ́ pẹ̀lú owó, kí wọ́n le da irú owó bẹ́ẹ̀ lórí okoòwò wọn.
O ni, eyi ni yoo mu kiṣẹ wọn le tẹ siwaju, ti wọn o fi ni i le awọn oṣiṣẹ wọn danu.	Ó ní, èyí ni yóò mú kíṣẹ́ wọn le tẹ̀ síwájú, tí wọn ò fi ní í lé àwọn òṣìṣẹ́ wọn dànù.
Kọmiṣanna tun ni, ileeṣẹ oun yoo ṣiṣẹ pọ pẹlu ajọ to n yanilowoṣowo lEkoo, iyẹn Lagos State Employment Trust Fund, LSETF, lati fun awọn to ba nifẹẹ siru owo bẹẹ, ati pe owo perete nijọba maa gba pada gẹgẹ bii ele.	Kọmíṣánnà tún ní, iléeṣẹ́ òun yóò ṣiṣẹ́ pọ̀ pẹ̀lú àjọ tó ń yánilówóṣòwò l’Ékòó, ìyẹn Lagos State Employment Trust Fund, LSETF, láti fún àwọn tó bá nífẹ̀ẹ́ sírú owò bẹ́ẹ̀, àti pé owó péréte nìjọba máa gbà padà gẹ́gẹ́ bíi èlé.
Ṣugbọn o, kiki awọn ọmọ ẹgbẹ to ba forukọsilẹ nikan lo maa lanfaani ati ri iru owo bẹẹ gba lọwọ ijọba.	Ṣùgbọ́n o, kìk̀ì àwọn ọmọ ẹgbẹ́ tó bá forúkọsílẹ̀ níkan ló máa lánfààní àti rí irú owó bẹ́ẹ̀ gbà lọ́wọ́ ìjọba.
Gbogbo awọn to ba kuna lati fi orukọ wọn silẹ lọdọ ijọba nijọba maa fọwọ ofin mu.	Gbogbo àwọn tó bá kùnà láti fi orúkọ wọn sílẹ̀ lọ́dọ̀ ìjọba níjọba máa fọwọ́ òfin mú.
Gbajumọ oṣere titata nni, Abilekọ Jọkẹ Silva ti wọn fi ṣe alaga igbimọ naa dupẹ lọwọ ijọba Sanwo-Olu fun bo ti gba a lero lati ran awọn oṣere atawọn to wa lẹka to so mọ ọn lọwọ.	Gbajúmọ̀ òṣèré titátá nnì, Abilékọ Jọkẹ́ Silva tí wọ́n fi ṣe alága ìgbìmọ̀ náà dúpẹ́ lọ́wọ́ ìjọba Sanwó-Olú fún bó ti gbà á lérò láti ran àwọn òṣèré àtàwọn tó wà lẹ́ka tó so mọ́ ọn lọ́wọ́.
Bakan naa lo tun mẹnuba a pe kiki awọn ti ko lagbara ninu awọn ọmọ ẹgbẹ ni gomina fọwọ si i pe ki wọn jẹ anfaani owo iranwọ naa.	Bákan náà ló tún mẹ́nubà á pé kìkì àwọn tí kò lágbára nínú àwọn ọmọ ẹgbẹ́ ni gómìnà fọwọ́ sí i pé kí wọ́n jẹ ànfààní owó ìrànwọ́ náà.
Bẹẹ o ba gbagbe, laipẹ yii ni Aṣejere gbe e seti gbogbo araye pe Gomina Sanwo-Olu ti ṣetan ati ran awọn olokoowo keekeke lọwọ.	Bẹ́ẹ́ ò bá gbàgbé, láìpẹ́ yìí ni Àṣejèrè gbé e sétí gbogbo aráyé pé Gómìnà Sanwó-Olú ti ṣetán àti rán àwọn olókoòwò kéèkèké lọ́wọ́.
Ẹnu ni Gani Adams ni, Ọlọrun lo gbe Sunday Igboho dide  Rasak Arogundade	Ẹnu ni Gani Adams ni, Ọlọ́run ló gbé Sunday Ìgbòho dìde – Rasak Arógundádé
Lojumọ to mọ loni in, ko sẹni ti ko mọ ọkunrin ajijagbara ninu ẹgbẹ OPC, ti wọn n pe ni Rasak Arogundade, tọpọ mọ si Saddam, ẹyin Gani Adams, to ti di Aarẹ ọna Kankafo lo wa tẹlẹ, ko to di pe o pinya pẹlu ọkunrin naa, to si jẹ aarẹ fẹgbẹ OPC New Era.	Lójúmọ́ tó mọ́ lónì ín, kò sẹ́ni tí kò mọ ọkùnrin ajìjàgbara nínú ẹgbẹ́ OPC, tí wọ́n ń pè ní Rasak Arógundádé, tọ́pọ̀ mọ̀ sí Saddam, ẹ̀yin Gani Adams, tó ti di Ààrẹ ọ̀nà Kankàfò ló wà tẹ́lẹ̀, kó tó di pé ó pínyà pẹ̀lú ọkùnrin náà, tó sì jẹ́ ààrẹ̀ fẹ́gbẹ́ OPC New Era.
Laipẹ yii lo gba oniroyin wa, JOHNSON AKINPẸLU, lalejo ni ọfiisi ẹ, nibi to ti sọ idi to fi wa lẹyin Sunday Igboho atawọn nnkan to da wahala silẹ laaarin oun ati Gani Adams.	Láìpẹ́ yìí ló gba oníròyìn wá, JOHNSON AKÍNPẸ̀LÚ, lalèjó ní ọ́fíìsì ẹ̀, níbi tó ti sọ ìdí tó fi wà lẹ́yìn Sunday Ìgbòho àtàwọn nǹkan tó dá wàhálà sílẹ̀ láàarin òun àti Gani Adams.
Ohun to ba wa sọ ree.	Ohun tó bá wa sọ rèé.
Ipa tẹgbẹ OPC ko lori wahala ti Fulani da silẹ nilẹ Yoruba	Ipa tẹ́gbẹ́ OPC kó lórí wàhála ti Fúlàní da sílẹ̀ nílẹ̀ Yorùbá
A tI kopa oriṣiriṣi,bi ẹ ko ba gbagbe, ko to di pe Fulani bẹrẹ si nii pawọn nipakupa, ko to di pe wọn bẹrẹ si nii ji eeyan gbe, ni awa OPC ti n pariwo tipẹtipẹ, la ti n sọ igbesẹ tawọn eeyan yii n gbe lati ṣe nilẹ Yoruba.	À tI kópa oríṣìríṣi,bi ẹ kò bá gbàgbé, kó tó di pé Fúlàní bẹ̀rẹ̀ sí níí pawọ́n nipákupà, kó tó di pé wọ́n bẹ̀rẹ̀ sí níì jí èèyàn gbé, ni àwá OPC tí ń pariwo tipẹ́tipẹ́, la ti ń sọ ìgbésẹ̀ táwọn èèyàn yìí ń gbé láti ṣe nílẹ̀ Yorùbá.
Bi mi o ba ni ṣe aṣiṣe lati ọdun 1999, ni a ti n pariwo.	Bí mi ò bá ní ṣe àṣìṣe láti ọ́dún 1999, ni a ti ń pariwo.
Ṣugbọn ko ye ọpọ awọn eeyan, ohun ti wọn n ro ni pe OPC, a fẹẹ da ẹlẹyamẹya silẹ, wọn ni a mọn ọn mọ fẹẹ da ogun silẹ ni.	Ṣùgbọ́n kò yé ọ̀pọ̀ àwọn èèyàn, ohun tí wọ́n ń rò ni pé OPC, a fẹ́ẹ́ dá ẹlẹ́yàmẹ̀yà sílẹ̀, wọ́n ni à mọ́n ọ̀n mọ̀ fẹ́ẹ́ dá ogun sílẹ̀ ni.
Bi ẹ ba wa wo nnkan to n ṣẹlẹ lakooko yii, ariwo taa n pa lati bi ogun ọdun ṣẹṣẹ wa n ye awọn ọmọ Yoruba ni.	Bí ẹ bá wá wo ǹnkan tó ń ṣẹlẹ̀ lákòókó yìí, ariwo táa ń pa láti bí ogún ọdún ṣẹ̀ṣẹ̀ wá ń yé àwọn ọmọ Yorùbá ni.
Lara iya taa jẹ nigba naa lọhun ni ti Aarẹ wa nigba naa, Oluṣẹgun Ọbasanjọ, to sọ pe OPC fẹẹ ma da ija ẹlẹyamẹya silẹ.	Lára ìyà táa jẹ nígbà náà lọ̀hún ní ti Ààrẹ wà nígbà náà, Olúṣẹ́gun Ọbásanjọ́, tó sọ pé OPC fẹ́ẹ́ má da ijá ẹlẹ́yàmẹ̀yà sílẹ̀.
A fẹ maa daluru, igba naa lo fi ni adaluru ni wa, ni wọn fi paṣẹ nigba naa lọhun pe ibikibi ti wọn ba ti ri wa, ki wọn maa pa wa.	A fẹ́ máa dàlúrú, ìgbà náa ló fi ní adàlúrú ni wá, ní wọ̀n fi pàṣẹ nígbà náà lọ́hùn pé ibikíbi tí wọ́n bá ti rí ẁa, ki ́wọ́n máà pa wá.
Aimọye ọmọ wa ni wọn ko lọ si ọgba ẹwọn, aimọye ni wọn pa danu nigba naa lọhun un.	Àìmọye ọmọ wa ni wọ́n kó lọ sí ọgbà ẹ̀wọ̀n, àìmọye ni wọ́n pa dànù nígbà náà lọ́hùn ún.
Inu mi wa dun lonii pe Baba funra ẹ ri pe gbogbo ọrọ ti OPC n sọ nigba naa lọhun un, ootọ ni.	Inú mi wá dùn lónìí pé Bàbá fúnra ẹ̀ ri pé gbogbo ọ̀rọ̀ tí OPC ń sọ nígbà náà lọ́hùn ún, òótọ́ ni.
Idi niyii tawa OPC ṣe sun sẹgbẹẹ kan naa pe kinni yii, maa ye ọpọ awọn eeyan.	Ìdí nìyìí táwa OPC ṣe sùn sẹ́gbẹ̀ẹ́ kan náà pé kinní yìí, máa yé ọ̀pọ̀ àwọn èèyàn.
Yoruba maa n sọ pe oponu eeyan lo n gbeja ilu, nitori nigba taa fẹẹ ma gbeja ilu nigba naa, wọn mu wa gẹgẹ bi oponu.	Yorùbá máa ń sọ pé òpònú èèyàn ló ń gbèjà ìlú, nítorí nígbà táa fẹ́ẹ́ ma gbèjà ìlú nígbà náà, wọ́n mú wa gẹ́gẹ́ bí òpònú.
Ẹyin Sunday Igboho ni mo wa lori ijangbara lati bọ lọwọ awọn Fulani	Ẹ̀yìn Sunday Ìgbòho ni mo wà lórí ìjàǹgbara láti bọ́ lọ́wọ́ àwọn Fúlàní
Gẹgẹ bi igbesẹ ti Sunday Igboho wa gbe bayii, inu mi dun pupọ.	Gẹ́gẹ́ bí ìgbésẹ̀ tí Sunday Ìgbòho wá gbé báyìí, inú mi dùn púpọ̀.
Ṣe ẹ ri igbagbe lo ṣe awa kan, kii ṣe gbogbo Aafa lo maa tan kalẹ Islam, kii ṣe gbogbo pasitọ naa lo maa tan kalẹ kristẹẹni.	Ṣé ẹ ri ìgbàgbé ló ṣe àwa kan, kìí ṣe gbogbo Ààfá ló máa tàn kálẹ̀ Islam, kìí ṣe gbogbo pásítọ̀ náà ló máa tàn kálẹ̀ krìstẹ́ẹ́ni.
Ọpọ awa taa jẹ ajijagbara la maa tan ilẹ Yoruba tan, Sunday Igboho, kii ṣe ko si ninu ajijagbara, oniṣowo nla ni.	Ọ̀pọ̀ àwa táa jẹ́ ajìjàgbara la máa tan ilẹ̀ Yorùbá tán, Sunday Ìgbòho, kìí ṣe kò sí nínú ajìjàgbara, oníṣòwò ńlá ni.
Ṣugbọn Ọlọrun ti wa sọ pe itara agidi to ni, to tun wa jẹ ọmọ Yoruba atata, ila lo wa lẹẹkẹ ẹ yẹn, iru emi ti mo jokoo, mi o kọla si ẹẹkẹ.	Ṣùgbọ́n Ọlọ́run ti wá sọ pé ìtara agídí tó ní, tó tún wá jẹ́ ọmọ Yorùbá àtàtà, ilà ló wà lẹ́ẹ̀kẹ́ ẹ̀ yẹn, irú èmi tí mo jókòó, mi ò kọlà sí ẹ̀ẹ̀kẹ́.
Wọn le maa beere pe ọmọ ilu wo ni mi, ko sẹni to le beere pe ọmọ ilu bo ni Sunday Igboho.	Wọ́n le máa béèrè pé ọmọ ìlú wo ni mí, kò sẹ́ni tó le béèrè pé ọmọ ìlú bo ni Sunday Ìgbòho.
Ila Ọyọ lo wa loju ẹ.	Ilà Ọ̀yọ́ ló wà lójú ẹ̀.
A o ranti pe igba ti ija Afonja yoo bẹrẹ nigba naa, Igboho lo ti bẹrẹ Sunday yii lo wa tun jẹ ọmọ Igboho.	A ò rántí pé ìgbà tí ìjà Àfònjá yóò bẹ̀rẹ̀ nígbà náà, Ìgbòho ló ti bẹ̀rẹ̀ Sunday yìí ló wá tún jẹ́ ọmọ Ìgbòho.
Aanu ṣe mi bijọba kan ba sọ pe awọn fẹẹ koju ẹ, awọn alaalẹ lo gbe Igboho dide o, awọn ogun ti baba baba ẹ ja ku, ni wọn tun fẹẹ tara ẹ ja bayii o.	Àánú ṣe mí bíjọba kan bá sọ pé àwọn fẹ́ẹ́ kojú ẹ, àwọn aláalẹ̀ ló gbé Ìgbòho dìde o, àwọn ogun tí bàba bàbá ẹ̀ jà kù, ni wọ́n tún fẹ́ẹ́ tara ẹ̀ ja báyìí o.
Ohun to n gbenu Sunday Igboho, o ju nnkan tawọn kan le fojudi lọ, o ju nnkan ti Aarẹ ọna Kankafo le foju tẹmbẹlu.	Ohun tó ń gbénú Sunday Ìgbòho, ó ju nǹkan táwọn kan le fojúdi lọ, ó ju nǹkan tí Ààrẹ ọ̀nà Kankàfò lè fojú tẹ́mbẹ́lú.
Ki Aarẹ ya lọ jokoo ara ẹ jẹ, ko gba fun Ọlọrun pe olugbala Yoruba lo de yii.	Kí Ààrẹ ya lọ jókòó ara ẹ̀ jẹ́, kó gbà fún Ọlọ́run pé olùgbàlà Yorùbá ló dé yìí.
Ki o gba fun Ọlọrun pe ẹni ti Ọlọrun ba ti yan, o ti yan an ni, ibi ti Ọlọrun sọ pe o fẹẹ ba iṣẹ tiẹ de lo ti ba de yẹn.	Kí ó gbà fún Ọlọ́run pé ẹni tí Ọlọ́run bá ti yàn, ó ti yàn án ni, ibi tí Ọlọ́run sọ pé ó fẹ́ẹ́ bá iṣẹ́ tiẹ̀ dé ló ti ba dé yẹn.
Aigbọran lo n daa laamu, ko si ni arojinlẹ.	Àìgbọràn ló ń dàá láàmú, kò sì ní àròjinlẹ̀.
Ẹnikan kii jẹ awade, gbogbo eeyan lo n jẹ jan an mọ, to ba sọ pe o ti rẹ ẹ, ẹlomii in a tẹwọgbaa, nigba to rẹ Mose ninu Bibeli Joṣua lo tẹwọ gbaa.	Ẹnìkan kìí jẹ́ àwádé, gbogbo èèyàn ló ń jẹ́ jàn án mọ̀, tó bá sọ pe ó ti rẹ̀ ẹ́, ẹlòmíí ìn á tẹ́wọ́gbàá, nígbà tó rẹ Mósè nínú Bíbélì Jóṣúà ló tẹ́wọ́ gbàá.
Igbagbọ mi ni pe gbogbo awa taa jẹ ajijagbara, a gbọdọ fọwọsowọpọ pẹlu Sunday Igboho, O ṣaaju ni, awa naa ni lati tẹle, ẹnikan sọ pe wọn ni Aarẹ ni Sunday igboho n pariwo o n ṣe laulau, ni temi, ọna to fẹẹ gba ṣe ajijagbara tiẹ niyẹn.	Ìgbàgbọ́ mi ni pé gbogbo àwa táa jẹ́ ajìjàgbara, a gbọdọ̀ fọwọ́sowọ́pọ̀ pẹ̀lú Sunday Ìgbòho, Ó ṣáájú ni, àwa náà ní láti tẹ̀le, ẹnìkan sọ pé wọ́n ní Ààrẹ ní Sunday ìgbòho ń pariwo ó ń ṣe làùlàù, ní tèmi, ọ̀nà tó fẹ́ẹ́ gbà ṣe ajìjàgbara tiẹ̀ nìyẹn.
Ohun taa n fẹẹ ni pe ki Yoruba ti bọ kuro loko inira.	Ohun táa ń fẹ́ẹ́ ni pé kí Yorùbá ti bọ́ kúrò lóko ìnira.
Ki nnkan to waye lọdun 1816, laye Afọja ati Alimi, ko maa tun ṣẹlẹ.	Kí nǹkan tó wáyé lọ́dún 1816, láyé Àfọ̀já àti Álímì, kó máà tún ṣẹlẹ̀.
Bi ẹyin naa ba woo, gbogbo ilẹ Ibarapa, awọn Fulani lo n paṣẹ nibẹ.	Bí ẹ̀yin náà bá wòó, gbogbo ilẹ̀ Ì̀bàràpá, àwọn Fúlàní ló ń pàṣẹ níbẹ̀.
Mo gbọ pe nigba ti wọn ji Ọmọọba Igangan, wọn ni Ṣeriki lo jẹ alarina to dunaadura laarin ọba naa atawọn to ji ọmọ naa gbe.	Mo gbọ́ pé nígbà tí wọ́n jí Ọmọọba Igàngàn, wọ́n ní Ṣéríkí ló jẹ́ alárinà tó dúnàádúrà láàrin ọba náà àtàwọn tó jí ọmọ náà gbé.
Bi wọn o ba sọra ọjọ kan ni wọn yoo pa ọba ilu naa, ti wọn yoo yan Ṣeriki.	Bí wọn ò bá sọ́ra ọjọ́ kan ní wọn yóò pa ọba ìlú náà, tí wọn yóò yan Ṣéríkí.
Gbogbo nnkan ti Sunday n ṣe, ni mo satilẹyin ẹ, nitori ẹ ni mo ṣe sọ fawọn ọmọ mii to wa ni agbegbe naa pe ki wọn tu jade, ki wọn ṣatilẹyin fun un, bo ba si jẹ ogun, ki wọn maa ja niso.	Gbogbo nǹkan tí Sunday ń ṣe, ni mo sàtìlẹyìn ẹ̀, nítorí ẹ̀ ni mo ṣe sọ fáwọn ọmọ mìi tó wà ní agbègbè náà pé kí wọ́n tú jáde, kí wọ́n ṣàtìlẹyìn fún un, bó bá sì jẹ́ ògùn, kí wọn máa jà nìsó.
Bi a ko ba sọra Imurasilẹ ogun leleyii oo	Bí a kò bá sọ́ra Ìmúrasílẹ̀ ogun leléyìí oo
Gẹgẹ bi asọtẹlẹ awọn to raye, to ri ọrun, wọn sọ pe ko si nnkan to n jẹ Nigeria nigba to ba fi di ọdun 2023, wọn si sọ pe Buhari lo maa jẹ aarẹ to gbẹyin, o ṣee ṣe ko jẹ pe nnkan to n ṣẹlẹ niyẹn.	Gẹ́gẹ́ bí àsọtẹ́lẹ̀ àwọn tó ráyé, tó rí ọ̀run, wọ́n sọ pé kò sí nǹkan tó ń jẹ́ Nigeria nígbà tó bá fi di ọdún 2023, wọ́n sì sọ pé Buhari ló máa jẹ ààrẹ tó gbẹ̀yìn, ó ṣeé ṣe kó jẹ́ pé nǹkan tó ń ṣẹlẹ̀ nìyẹn.
Ẹ jẹ ki a maa murasilẹ, nitori Ọlọrun ọba kii ṣe ọba alabosi, nigba ti Alimi gba akoso Ilọrin lọdun 1816, gbogbo erongba wọn lati gba akoso gbogbo ilẹ Yoruba, awọn alaalẹ ti wọn ko gba fun nigba naa, wọn ko nii gba fun lọtẹ yii.	Ẹ jẹ́ kí á máa múrasílẹ̀, nítorí Ọlọ́run ọba kìí ṣe ọba alábòsí, nígbà tí Álímì gba àkóso Ìlọrin lọ́dún 1816, gbogbo èròńgbà wọn láti gba àkóso gbogbo ilẹ̀ Yorùbá, àwọn aláálẹ̀ tí wọn kò gbà fún nígbà náà, wọn kò níí gbà fún lọ́tẹ̀ yìí.
Ṣebi Yoruba wa ni North ọjọ wo lẹ gbọ pe wọn da wahala silẹ nibẹ, o ṣe wa jẹ awọn gan an ni wọn wa da wahala silẹ nibi bayii.	Ṣebí Yorùbá wà ní North ọjọ́ wo lẹ gbọ́ pé wọ́n dá wàhálà sílẹ̀ níbẹ̀, ó ṣe wá jẹ́ àwọn gan an ni wọ́n wá dá wàhálà sílẹ̀ níbi báyìí.
Ki onikaluku duro siluu ẹ.	Kí oníkálukú dúró sílùú ẹ̀.
Awọn ti wọn wa lẹyin Sunday Igboho taa sọrọ rara, gẹgẹ bi emi naa, jagunjagun ni wa.	Àwọn tí wọ́n wà lẹ́yìn Sunday Ìgbòho táa sọ̀rọ̀ rárá, gẹ́gẹ́ bí èmi náà, jagunjagun ni wá.
