eng	pcm
Only a thuggish organization issues threats of murder and destruction to those who disagree with it.	Na only organisation wey thug full dey threaten to destroy pipo wey no gree wit am.
But this latest threat issued by Mr. Emma, de powerful to dispatch to ancestors; Ndigbo who refused to fall in line with him, is going too far.	But dis new threat wey Mr Emma "de Powerful" issue say he go send pipo go meet dia forefathers sake of say dem no follow am, don too much.
For that reason alone, him and his cronies need to be curbed to avoid all sorts of shenanigans.	Sake of dat one reason, dey suppose find way restrict hin and hin pipo to avoid kasala
Charles Onunaiju writes from Abuja	Onunaiju dey write from Abuja
Education in Nigeria is now in bits and tatters because of the greediness of the supposed leaders of unions relating to it 	Education for Nigeria don spoil finish bikos of di greed wey di leaders of association wey relate to am get
Archiac syllabus and method of teaching also an another pile of problem on heap already on ground.	Old syllabus and way wey dem dey use teach na anoda kasala wey don add the ones wey dey ground.
In a straight news, the headlines give the reader the main idea of the story.	For inside news wey straight, di headline dey show di koko of di news
I can only imagine what the men who lowered down the Union Jack  to hoist up in its place hope symbolized in Green-White-Green drapery that early morning of October 1st 1960  felt.	I been dey imagine wetin di men wey bring Union Jack down, kom use Green-white-Green cloth replace am, di cloth wey be symbol for hope for dat early morning for october first 1960
It must have been something like the overwhelming dream logic of the marines who planted the American flag on Okinawa in 1945.	E for don be like di great dream logic of di marine wey plant di America flag for Okinawa for 1945
Oftentimes, I dream about being one of them.	sometimes, I been dey dream say I be one of dem
I would fantasize being one of them and then going home after the ceremony basking in the apotheotic glow of freedom and the blank canvass placed before my very own means.	I go dey imagine say I be like dem and den if I reach house afta di ceremony, as my mind dey sweet me bikos of freedom and di blank canvass put before my veri own means.
I would go to bed, to nirvana, and wait for the morning so I can wake up and go to work.	I go go bed, go nirvana, go wait for morning so I go fit wake for mornin, go work.
It is now sixty years since then.	E don reach sixty years since dat time
Even though I am only 30 years, I have lived in the nightmare of Nigerian history for every single year in this sixty-year journey and I have felt every disillusionment, every anguish that is to be felt over the failure of my country.	Even though say na only 30 years I be, I don live for di bad dream of Nigeria history for all di year one by one for dis sixty year journey, I don feel evri disappointment and evri sorrow wey pesin fit feel bikos say dia kontri fail.
It has been sixty years nowâ€¦ and all my dreams have left me  some have died, of the ravishing drought that followed in this abundantly watered land.	E don reach sixty years now wey all my dream leave, some die, bikos ravishin drought wey follow dis land wey get plenti water .
Others have flown out.	Odas don fly comot
What happened to us?	wetin do us?
I remember an artwork I saw on the internet reading something about the so-called Age of Discovery.	I remember one artwork wey dey tok about sometin like "Age of Discovery" for Internet wey I see.
In it, a man stood over another man was ostensibly sitting up from a hammock.	Inside,one man stand ova anoda man wey sidan for hammock wit power.
This was supposed to be a representation of Amerigo Vespucci rousing the eponymous American continent to join the league of mankindas the last continent.	Dis suppose Amerigo Vespucci representation as he dey wake America continent of dat time make dem join mankind league as di last continent.
Growing up, my brothers and I did all the house chores during school holidays.	Na me and my brodas dey do house work for holiday wen we dey grow up.
I also remember pretending to fall back to sleep after Subh to avoid doing my own share of the chores and my brothers would bring fire and fury to my bed until I am on my feet, lest I shortchange them.	Me sef remember wen I dey pretend say I go sleep back afta Subh so I no go do my house work and my brodas go kom vex wake me, make I no cheat dem.
Unlike America, Africa has always been known since the dawn of timeâ€¦ indeed, she was the first to awaken, she was the one who woke up the rest yet remains the most unknown member of the family  maybe because she went back to sleep, and slept while her siblings worked to discover fire and invent the wheel.	Unlike America, dey don know Africa since beginnin of time, Indeed, na she first wake, she wake di rest sef but na she dem no know pass for di family, maybe bikos she go sleep back wen her siblins go dey work take discover fire and wheel.
People like Joseph Conrad thus called her the Dark Continent.	Pipo like Joseph been call her Dark Continent
Since then, Africa has had no favourable popular culture recognition beside the gory, putrid, wretched-of-the-earth stereotype that was enough to make a couple of American teenage band from the 80s felt compelled by moral duty to bless down the rains to quench her ravishing drought	Since den, Africa no get any popular culture wey pipo know kom still accept apart from bloody, rooten and poor mindset wey reach to make one teenage band wey kom from America from di 80s feel say na dia moral duty to kos rain wey go stop  di drought wey wan carry dem go by force.
